instrumenttype	position	symbol	pitch	octave	stroke	duration	rest_after	modifier	midinote	rootnote	sample	note_value
TROMPONG	TROMPONG	u<?	DUNG	2	MUTED	1.0	0.0	NONE	[72]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u<?	DUNG	2	MUTED	1.0	0.0	NONE	[41]	GK GENDER ROOT		1.0
REYONG	REYONG_4	u<?	DUNG	2	MUTED	1.0	0.0	NONE	[36]	GK REYONG ROOT		1.0
TROMPONG	TROMPONG	u<	DUNG	2	OPEN	1.0	0.0	NONE	[50]	GK TROMPONG ROOT		1.0
GENDERRAMBAT	GENDERRAMBAT	u<	DUNG	2	OPEN	1.0	0.0	NONE	[13]	GK GENDER ROOT		1.0
REYONG	REYONG_4	u<	DUNG	2	OPEN	1.0	0.0	NONE	[12]	GK REYONG ROOT		1.0
GONGS	GONGS	G	GIR	None	OPEN	1.0	0.0	NONE	[2]	GK GIR	GK Gong.wav	1.0
KENDANG	KENDANG	8?	KA	None	MUTED	1.0	0.0	NONE	[1]	GK KENDANG KA	GK Kendang KA wadon.wav	1.0
KENDANG	KENDANG	8	KA	None	OPEN	1.0	0.0	NONE	[1]	GK KENDANG KA	GK Kendang KA wadon.wav	1.0
KENDANG	KENDANG	)?	KUNG	None	MUTED	1.0	0.0	NONE	[6]	GK KENDANG KUNG	GK Kendang KUNG lanang.wav	1.0
KENDANG	KENDANG	)	KUNG	None	OPEN	1.0	0.0	NONE	[6]	GK KENDANG KUNG	GK Kendang KUNG lanang.wav	1.0
KENDANG	KENDANG	*?	PAK	None	MUTED	1.0	0.0	NONE	[2]	GK KENDANG PAK	GK Kendang PAK lanang.wav	1.0
KENDANG	KENDANG	*	PAK	None	OPEN	1.0	0.0	NONE	[2]	GK KENDANG PAK	GK Kendang PAK lanang.wav	1.0
GONGS	GONGS	P	PUR	None	OPEN	1.0	0.0	NONE	[3]	GK PUR	GK Kempur.wav	1.0
KEMPLI	KEMPLI	x/	STRIKE	None	ABBREVIATED	1.0	0.0	NONE	[127]			1.0
CENGCENG	CENGCENG	x/	STRIKE	None	ABBREVIATED	1.0	0.0	NONE	[127]			1.0
REYONG	REYONG_1	x/	STRIKE	None	ABBREVIATED	1.0	0.0	NONE	[37]	GK REYONG TICK 1P		1.0
REYONG	REYONG_2	x/	STRIKE	None	ABBREVIATED	1.0	0.0	NONE	[38]	GK REYONG TICK 1P		1.0
REYONG	REYONG_3	x/	STRIKE	None	ABBREVIATED	1.0	0.0	NONE	[39]	GK REYONG TICK 1P		1.0
REYONG	REYONG_4	x/	STRIKE	None	ABBREVIATED	1.0	0.0	NONE	[40]	GK REYONG TICK 1P		1.0
REYONG	REYONG_1	X	STRIKE	None	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[37]	GK REYONG TICK 1P		1.0
REYONG	REYONG_2	X	STRIKE	None	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[38]	GK REYONG TICK 1P		1.0
REYONG	REYONG_3	X	STRIKE	None	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[39]	GK REYONG TICK 1P		1.0
REYONG	REYONG_4	X	STRIKE	None	GRACE_NOTE	1.0	0.0	GRACE_NOTE	[40]	GK REYONG TICK 1P		1.0
KEMPLI	KEMPLI	x?	STRIKE	None	MUTED	1.0	0.0	NONE	[1]	GK KEMPLI	GK Kempli.wav	1.0
CENGCENG	CENGCENG	x?	STRIKE	None	MUTED	1.0	0.0	NONE	[127]			1.0
REYONG	REYONG_1	x?	STRIKE	None	MUTED	1.0	0.0	NONE	[37]	GK REYONG TICK 1P		1.0
REYONG	REYONG_2	x?	STRIKE	None	MUTED	1.0	0.0	NONE	[38]	GK REYONG TICK 1P		1.0
REYONG	REYONG_3	x?	STRIKE	None	MUTED	1.0	0.0	NONE	[39]	GK REYONG TICK 1P		1.0
REYONG	REYONG_4	x?	STRIKE	None	MUTED	1.0	0.0	NONE	[40]	GK REYONG TICK 1P		1.0
KEMPLI	KEMPLI	x	STRIKE	None	OPEN	1.0	0.0	NONE	[127]			1.0
CENGCENG	CENGCENG	x	STRIKE	None	OPEN	1.0	0.0	NONE	[127]			1.0
REYONG	REYONG_1	x	STRIKE	None	OPEN	1.0	0.0	NONE	[37]	GK REYONG TICK 1P	GK Reyong TICK_1_PANGGUL.wav	1.0
REYONG	REYONG_2	x	STRIKE	None	OPEN	1.0	0.0	NONE	[38]	GK REYONG TICK 1P		1.0
REYONG	REYONG_3	x	STRIKE	None	OPEN	1.0	0.0	NONE	[39]	GK REYONG TICK 1P		1.0
REYONG	REYONG_4	x	STRIKE	None	OPEN	1.0	0.0	NONE	[40]	GK REYONG TICK 1P		1.0
GONGS	GONGS	T	TONG	None	OPEN	1.0	0.0	NONE	[4]	GK TONG	GK Kemong.wav	1.0
KENDANG	KENDANG	(?	TUT	None	MUTED	1.0	0.0	NONE	[4]	GK KENDANG TUT	GK Kendang TUT lanang.wav	1.0
KENDANG	KENDANG	(	TUT	None	OPEN	1.0	0.0	NONE	[4]	GK KENDANG TUT	GK Kendang TUT lanang.wav	1.0
JEGOGAN	JEGOGAN	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
REYONG	REYONG_1	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
KANTILAN	KANTILAN_SANGSIH	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
PEMADE	PEMADE_POLOS	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
REYONG	REYONG_4	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
TROMPONG	TROMPONG	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
GENDERRAMBAT	GENDERRAMBAT	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
PEMADE	PEMADE_SANGSIH	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
KANTILAN	KANTILAN_POLOS	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
GONGS	GONGS	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
KEMPLI	KEMPLI	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
REYONG	REYONG_2	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
CENGCENG	CENGCENG	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
PENYACAH	PENYACAH	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
UGAL	UGAL	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
CALUNG	CALUNG	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
KENDANG	KENDANG	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
REYONG	REYONG_3	-	NONE	None	EXTENSION	1.0	0.0	EXTENSION	[127]			1.0
JEGOGAN	JEGOGAN	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
REYONG	REYONG_1	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
KANTILAN	KANTILAN_SANGSIH	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
PEMADE	PEMADE_POLOS	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
REYONG	REYONG_4	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
TROMPONG	TROMPONG	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
GENDERRAMBAT	GENDERRAMBAT	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
PEMADE	PEMADE_SANGSIH	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
KANTILAN	KANTILAN_POLOS	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
GONGS	GONGS	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
KEMPLI	KEMPLI	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
REYONG	REYONG_2	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
CENGCENG	CENGCENG	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
PENYACAH	PENYACAH	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
UGAL	UGAL	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
CALUNG	CALUNG	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
KENDANG	KENDANG	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
REYONG	REYONG_3	.	NONE	None	SILENCE	0.0	1.0	SILENCE	[127]			1.0
REYONG	REYONG_1	b/=	BYONG	None	ABBREVIATED	0.25	0.0	NONE	[13, 15]	GK REYONG ROOT		0.25
REYONG	REYONG_1	b/_	BYONG	None	ABBREVIATED	0.5	0.0	NONE	[13, 15]	GK REYONG ROOT		0.5
REYONG	REYONG_2	b/=	BYONG	None	ABBREVIATED	0.25	0.0	NONE	[16, 18]	GK REYONG ROOT		0.25
REYONG	REYONG_2	b/_	BYONG	None	ABBREVIATED	0.5	0.0	NONE	[16, 18]	GK REYONG ROOT		0.5
REYONG	REYONG_3	b/=	BYONG	None	ABBREVIATED	0.25	0.0	NONE	[19, 21]	GK REYONG ROOT		0.25
REYONG	REYONG_3	b/_	BYONG	None	ABBREVIATED	0.5	0.0	NONE	[19, 21]	GK REYONG ROOT		0.5
REYONG	REYONG_4	b/=	BYONG	None	ABBREVIATED	0.25	0.0	NONE	[22, 24]	GK REYONG ROOT		0.25
REYONG	REYONG_4	b/_	BYONG	None	ABBREVIATED	0.5	0.0	NONE	[22, 24]	GK REYONG ROOT		0.5
REYONG	REYONG_1	b?=	BYONG	None	MUTED	0.25	0.0	NONE	[25, 27]	GK REYONG ROOT		0.25
REYONG	REYONG_1	b?_	BYONG	None	MUTED	0.5	0.0	NONE	[25, 27]	GK REYONG ROOT		0.5
REYONG	REYONG_2	b?=	BYONG	None	MUTED	0.25	0.0	NONE	[28, 30]	GK REYONG ROOT		0.25
REYONG	REYONG_2	b?_	BYONG	None	MUTED	0.5	0.0	NONE	[28, 30]	GK REYONG ROOT		0.5
REYONG	REYONG_3	b?=	BYONG	None	MUTED	0.25	0.0	NONE	[31, 33]	GK REYONG ROOT		0.25
REYONG	REYONG_3	b?_	BYONG	None	MUTED	0.5	0.0	NONE	[31, 33]	GK REYONG ROOT		0.5
REYONG	REYONG_4	b?=	BYONG	None	MUTED	0.25	0.0	NONE	[34, 36]	GK REYONG ROOT		0.25
REYONG	REYONG_4	b?_	BYONG	None	MUTED	0.5	0.0	NONE	[34, 36]	GK REYONG ROOT		0.5
REYONG	REYONG_1	b=	BYONG	None	OPEN	0.25	0.0	NONE	[1, 3]	GK REYONG ROOT		0.25
REYONG	REYONG_1	b_	BYONG	None	OPEN	0.5	0.0	NONE	[1, 3]	GK REYONG ROOT		0.5
REYONG	REYONG_4	b=	BYONG	None	OPEN	0.25	0.0	NONE	[10, 12]	GK REYONG ROOT		0.25
REYONG	REYONG_4	b_	BYONG	None	OPEN	0.5	0.0	NONE	[10, 12]	GK REYONG ROOT		0.5
REYONG	REYONG_2	b=	BYONG	None	OPEN	0.25	0.0	NONE	[4, 6]	GK REYONG ROOT		0.25
REYONG	REYONG_2	b_	BYONG	None	OPEN	0.5	0.0	NONE	[4, 6]	GK REYONG ROOT		0.5
REYONG	REYONG_3	b=	BYONG	None	OPEN	0.25	0.0	NONE	[7, 9]	GK REYONG ROOT		0.25
REYONG	REYONG_3	b_	BYONG	None	OPEN	0.5	0.0	NONE	[7, 9]	GK REYONG ROOT		0.5
KENDANG	KENDANG	0?=	CUNG	None	MUTED	0.25	0.0	NONE	[5]	GK KENDANG CUNG	GK Kendang CUNG wadon.wav	0.25
KENDANG	KENDANG	0?_	CUNG	None	MUTED	0.5	0.0	NONE	[5]	GK KENDANG CUNG	GK Kendang CUNG wadon.wav	0.5
KENDANG	KENDANG	0=	CUNG	None	OPEN	0.25	0.0	NONE	[5]	GK KENDANG CUNG	GK Kendang CUNG wadon.wav	0.25
KENDANG	KENDANG	0_	CUNG	None	OPEN	0.5	0.0	NONE	[5]	GK KENDANG CUNG	GK Kendang CUNG wadon.wav	0.5
PENYACAH	PENYACAH	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[29]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[29]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[14]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[14]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[14]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[14]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[14]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[14]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[14]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[14]	GK KANTILAN ROOT		0.5
UGAL	UGAL	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[14]	GK UGAL ROOT		0.25
UGAL	UGAL	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[14]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[52]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[52]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[18]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[18]	GK GENDER ROOT		0.5
REYONG	REYONG_1	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[15]	GK REYONG ROOT		0.25
REYONG	REYONG_1	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[15]	GK REYONG ROOT		0.5
REYONG	REYONG_2	a,/=	DANG	0	ABBREVIATED	0.25	0.0	NONE	[15]	GK REYONG ROOT		0.25
REYONG	REYONG_2	a,/_	DANG	0	ABBREVIATED	0.5	0.0	NONE	[15]	GK REYONG ROOT		0.5
PENYACAH	PENYACAH	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[36]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[36]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[24]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[24]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[24]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[24]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[24]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[24]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[24]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[24]	GK KANTILAN ROOT		0.5
UGAL	UGAL	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[24]	GK UGAL ROOT		0.25
UGAL	UGAL	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[24]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[63]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[63]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[32]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[32]	GK GENDER ROOT		0.5
REYONG	REYONG_1	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[27]	GK REYONG ROOT		0.25
REYONG	REYONG_1	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[27]	GK REYONG ROOT		0.5
REYONG	REYONG_2	a,?=	DANG	0	MUTED	0.25	0.0	NONE	[27]	GK REYONG ROOT		0.25
REYONG	REYONG_2	a,?_	DANG	0	MUTED	0.5	0.0	NONE	[27]	GK REYONG ROOT		0.5
PENYACAH	PENYACAH	a,=	DANG	0	OPEN	0.25	0.0	NONE	[22]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	a,_	DANG	0	OPEN	0.5	0.0	NONE	[22]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	a,=	DANG	0	OPEN	0.25	0.0	NONE	[4]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	a,_	DANG	0	OPEN	0.5	0.0	NONE	[4]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	a,=	DANG	0	OPEN	0.25	0.0	NONE	[4]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	a,_	DANG	0	OPEN	0.5	0.0	NONE	[4]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	a,=	DANG	0	OPEN	0.25	0.0	NONE	[4]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	a,_	DANG	0	OPEN	0.5	0.0	NONE	[4]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	a,=	DANG	0	OPEN	0.25	0.0	NONE	[4]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	a,_	DANG	0	OPEN	0.5	0.0	NONE	[4]	GK KANTILAN ROOT		0.5
UGAL	UGAL	a,=	DANG	0	OPEN	0.25	0.0	NONE	[4]	GK UGAL ROOT		0.25
UGAL	UGAL	a,_	DANG	0	OPEN	0.5	0.0	NONE	[4]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	a,=	DANG	0	OPEN	0.25	0.0	NONE	[41]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	a,_	DANG	0	OPEN	0.5	0.0	NONE	[41]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	a,=	DANG	0	OPEN	0.25	0.0	NONE	[4]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	a,_	DANG	0	OPEN	0.5	0.0	NONE	[4]	GK GENDER ROOT		0.5
REYONG	REYONG_1	a,=	DANG	0	OPEN	0.25	0.0	NONE	[3]	GK REYONG ROOT		0.25
REYONG	REYONG_1	a,_	DANG	0	OPEN	0.5	0.0	NONE	[3]	GK REYONG ROOT		0.5
REYONG	REYONG_2	a,=	DANG	0	OPEN	0.25	0.0	NONE	[3]	GK REYONG ROOT		0.25
REYONG	REYONG_2	a,_	DANG	0	OPEN	0.5	0.0	NONE	[3]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[10]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[10]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[10]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[10]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[34]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[34]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[19]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[19]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[19]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[19]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[19]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[19]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[19]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[19]	GK KANTILAN ROOT		0.5
UGAL	UGAL	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[19]	GK UGAL ROOT		0.25
UGAL	UGAL	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[19]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[57]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[57]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[23]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[23]	GK GENDER ROOT		0.5
REYONG	REYONG_3	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[20]	GK REYONG ROOT		0.25
REYONG	REYONG_3	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[20]	GK REYONG ROOT		0.5
REYONG	REYONG_4	a/=	DANG	1	ABBREVIATED	0.25	0.0	NONE	[20]	GK REYONG ROOT		0.25
REYONG	REYONG_4	a/_	DANG	1	ABBREVIATED	0.5	0.0	NONE	[20]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	a?=	DANG	1	MUTED	0.25	0.0	NONE	[15]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	a?_	DANG	1	MUTED	0.5	0.0	NONE	[15]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	a?=	DANG	1	MUTED	0.25	0.0	NONE	[15]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	a?_	DANG	1	MUTED	0.5	0.0	NONE	[15]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	a?=	DANG	1	MUTED	0.25	0.0	NONE	[41]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	a?_	DANG	1	MUTED	0.5	0.0	NONE	[41]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	a?=	DANG	1	MUTED	0.25	0.0	NONE	[29]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	a?_	DANG	1	MUTED	0.5	0.0	NONE	[29]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	a?=	DANG	1	MUTED	0.25	0.0	NONE	[29]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	a?_	DANG	1	MUTED	0.5	0.0	NONE	[29]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	a?=	DANG	1	MUTED	0.25	0.0	NONE	[29]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	a?_	DANG	1	MUTED	0.5	0.0	NONE	[29]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	a?=	DANG	1	MUTED	0.25	0.0	NONE	[29]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	a?_	DANG	1	MUTED	0.5	0.0	NONE	[29]	GK KANTILAN ROOT		0.5
UGAL	UGAL	a?=	DANG	1	MUTED	0.25	0.0	NONE	[29]	GK UGAL ROOT		0.25
UGAL	UGAL	a?_	DANG	1	MUTED	0.5	0.0	NONE	[29]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	a?=	DANG	1	MUTED	0.25	0.0	NONE	[68]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	a?_	DANG	1	MUTED	0.5	0.0	NONE	[68]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	a?=	DANG	1	MUTED	0.25	0.0	NONE	[37]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	a?_	DANG	1	MUTED	0.5	0.0	NONE	[37]	GK GENDER ROOT		0.5
REYONG	REYONG_3	a?=	DANG	1	MUTED	0.25	0.0	NONE	[32]	GK REYONG ROOT		0.25
REYONG	REYONG_3	a?_	DANG	1	MUTED	0.5	0.0	NONE	[32]	GK REYONG ROOT		0.5
REYONG	REYONG_4	a?=	DANG	1	MUTED	0.25	0.0	NONE	[32]	GK REYONG ROOT		0.25
REYONG	REYONG_4	a?_	DANG	1	MUTED	0.5	0.0	NONE	[32]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	a=	DANG	1	OPEN	0.25	0.0	NONE	[5]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	a_	DANG	1	OPEN	0.5	0.0	NONE	[5]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	a=	DANG	1	OPEN	0.25	0.0	NONE	[5]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	a_	DANG	1	OPEN	0.5	0.0	NONE	[5]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	a=	DANG	1	OPEN	0.25	0.0	NONE	[27]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	a_	DANG	1	OPEN	0.5	0.0	NONE	[27]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	a=	DANG	1	OPEN	0.25	0.0	NONE	[9]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	a_	DANG	1	OPEN	0.5	0.0	NONE	[9]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	a=	DANG	1	OPEN	0.25	0.0	NONE	[9]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	a_	DANG	1	OPEN	0.5	0.0	NONE	[9]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	a=	DANG	1	OPEN	0.25	0.0	NONE	[9]	GK KANTILAN ROOT		0.25
