instrumenttype	position	symbol	pitch	octave	stroke	duration	rest_after	modifier	midinote	rootnote	sample	note_value
PEMADE	PEMADE_SANGSIH	o,/_	DONG	0	ABBREVIATED	0.5	0.0	NONE	[11]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	o,/=	DONG	0	ABBREVIATED	0.25	0.0	NONE	[11]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	o,/_	DONG	0	ABBREVIATED	0.5	0.0	NONE	[11]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	o,/=	DONG	0	ABBREVIATED	0.25	0.0	NONE	[11]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	o,/_	DONG	0	ABBREVIATED	0.5	0.0	NONE	[11]	GK KANTILAN ROOT		0.5
UGAL	UGAL	o,/=	DONG	0	ABBREVIATED	0.25	0.0	NONE	[11]	GK UGAL ROOT		0.25
UGAL	UGAL	o,/_	DONG	0	ABBREVIATED	0.5	0.0	NONE	[11]	GK UGAL ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	o,/=	DONG	0	ABBREVIATED	0.25	0.0	NONE	[15]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	o,/_	DONG	0	ABBREVIATED	0.5	0.0	NONE	[15]	GK GENDER ROOT		0.5
PEMADE	PEMADE_POLOS	o,?=	DONG	0	MUTED	0.25	0.0	NONE	[21]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	o,?_	DONG	0	MUTED	0.5	0.0	NONE	[21]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	o,?=	DONG	0	MUTED	0.25	0.0	NONE	[21]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	o,?_	DONG	0	MUTED	0.5	0.0	NONE	[21]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	o,?=	DONG	0	MUTED	0.25	0.0	NONE	[21]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	o,?_	DONG	0	MUTED	0.5	0.0	NONE	[21]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	o,?=	DONG	0	MUTED	0.25	0.0	NONE	[21]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	o,?_	DONG	0	MUTED	0.5	0.0	NONE	[21]	GK KANTILAN ROOT		0.5
UGAL	UGAL	o,?=	DONG	0	MUTED	0.25	0.0	NONE	[21]	GK UGAL ROOT		0.25
UGAL	UGAL	o,?_	DONG	0	MUTED	0.5	0.0	NONE	[21]	GK UGAL ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	o,?=	DONG	0	MUTED	0.25	0.0	NONE	[29]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	o,?_	DONG	0	MUTED	0.5	0.0	NONE	[29]	GK GENDER ROOT		0.5
PEMADE	PEMADE_POLOS	o,=	DONG	0	OPEN	0.25	0.0	NONE	[1]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	o,_	DONG	0	OPEN	0.5	0.0	NONE	[1]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	o,=	DONG	0	OPEN	0.25	0.0	NONE	[1]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	o,_	DONG	0	OPEN	0.5	0.0	NONE	[1]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	o,=	DONG	0	OPEN	0.25	0.0	NONE	[1]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	o,_	DONG	0	OPEN	0.5	0.0	NONE	[1]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	o,=	DONG	0	OPEN	0.25	0.0	NONE	[1]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	o,_	DONG	0	OPEN	0.5	0.0	NONE	[1]	GK KANTILAN ROOT		0.5
UGAL	UGAL	o,=	DONG	0	OPEN	0.25	0.0	NONE	[1]	GK UGAL ROOT		0.25
UGAL	UGAL	o,_	DONG	0	OPEN	0.5	0.0	NONE	[1]	GK UGAL ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	o,=	DONG	0	OPEN	0.25	0.0	NONE	[1]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	o,_	DONG	0	OPEN	0.5	0.0	NONE	[1]	GK GENDER ROOT		0.5
JEGOGAN	JEGOGAN	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[7]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[7]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[7]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[7]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[31]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[31]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[16]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[16]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[16]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[16]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[16]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[16]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[16]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[16]	GK KANTILAN ROOT		0.5
UGAL	UGAL	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[16]	GK UGAL ROOT		0.25
UGAL	UGAL	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[16]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[54]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[54]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[20]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[20]	GK GENDER ROOT		0.5
REYONG	REYONG_1	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[17]	GK REYONG ROOT		0.25
REYONG	REYONG_1	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[17]	GK REYONG ROOT		0.5
REYONG	REYONG_2	o/=	DONG	1	ABBREVIATED	0.25	0.0	NONE	[17]	GK REYONG ROOT		0.25
REYONG	REYONG_2	o/_	DONG	1	ABBREVIATED	0.5	0.0	NONE	[17]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	o?=	DONG	1	MUTED	0.25	0.0	NONE	[12]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	o?_	DONG	1	MUTED	0.5	0.0	NONE	[12]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	o?=	DONG	1	MUTED	0.25	0.0	NONE	[12]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	o?_	DONG	1	MUTED	0.5	0.0	NONE	[12]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	o?=	DONG	1	MUTED	0.25	0.0	NONE	[38]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	o?_	DONG	1	MUTED	0.5	0.0	NONE	[38]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	o?=	DONG	1	MUTED	0.25	0.0	NONE	[26]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	o?_	DONG	1	MUTED	0.5	0.0	NONE	[26]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	o?=	DONG	1	MUTED	0.25	0.0	NONE	[26]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	o?_	DONG	1	MUTED	0.5	0.0	NONE	[26]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	o?=	DONG	1	MUTED	0.25	0.0	NONE	[26]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	o?_	DONG	1	MUTED	0.5	0.0	NONE	[26]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	o?=	DONG	1	MUTED	0.25	0.0	NONE	[26]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	o?_	DONG	1	MUTED	0.5	0.0	NONE	[26]	GK KANTILAN ROOT		0.5
UGAL	UGAL	o?=	DONG	1	MUTED	0.25	0.0	NONE	[26]	GK UGAL ROOT		0.25
UGAL	UGAL	o?_	DONG	1	MUTED	0.5	0.0	NONE	[26]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	o?=	DONG	1	MUTED	0.25	0.0	NONE	[65]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	o?_	DONG	1	MUTED	0.5	0.0	NONE	[65]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	o?=	DONG	1	MUTED	0.25	0.0	NONE	[34]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	o?_	DONG	1	MUTED	0.5	0.0	NONE	[34]	GK GENDER ROOT		0.5
REYONG	REYONG_1	o?=	DONG	1	MUTED	0.25	0.0	NONE	[29]	GK REYONG ROOT		0.25
REYONG	REYONG_1	o?_	DONG	1	MUTED	0.5	0.0	NONE	[29]	GK REYONG ROOT		0.5
REYONG	REYONG_2	o?=	DONG	1	MUTED	0.25	0.0	NONE	[29]	GK REYONG ROOT		0.25
REYONG	REYONG_2	o?_	DONG	1	MUTED	0.5	0.0	NONE	[29]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	o=	DONG	1	OPEN	0.25	0.0	NONE	[2]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	o_	DONG	1	OPEN	0.5	0.0	NONE	[2]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	o=	DONG	1	OPEN	0.25	0.0	NONE	[2]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	o_	DONG	1	OPEN	0.5	0.0	NONE	[2]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	o=	DONG	1	OPEN	0.25	0.0	NONE	[24]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	o_	DONG	1	OPEN	0.5	0.0	NONE	[24]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	o=	DONG	1	OPEN	0.25	0.0	NONE	[6]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	o_	DONG	1	OPEN	0.5	0.0	NONE	[6]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	o=	DONG	1	OPEN	0.25	0.0	NONE	[6]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	o_	DONG	1	OPEN	0.5	0.0	NONE	[6]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	o=	DONG	1	OPEN	0.25	0.0	NONE	[6]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	o_	DONG	1	OPEN	0.5	0.0	NONE	[6]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	o=	DONG	1	OPEN	0.25	0.0	NONE	[6]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	o_	DONG	1	OPEN	0.5	0.0	NONE	[6]	GK KANTILAN ROOT		0.5
UGAL	UGAL	o=	DONG	1	OPEN	0.25	0.0	NONE	[6]	GK UGAL ROOT		0.25
UGAL	UGAL	o_	DONG	1	OPEN	0.5	0.0	NONE	[6]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	o=	DONG	1	OPEN	0.25	0.0	NONE	[43]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	o_	DONG	1	OPEN	0.5	0.0	NONE	[43]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	o=	DONG	1	OPEN	0.25	0.0	NONE	[6]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	o_	DONG	1	OPEN	0.5	0.0	NONE	[6]	GK GENDER ROOT		0.5
REYONG	REYONG_1	o=	DONG	1	OPEN	0.25	0.0	NONE	[5]	GK REYONG ROOT		0.25
REYONG	REYONG_1	o_	DONG	1	OPEN	0.5	0.0	NONE	[5]	GK REYONG ROOT		0.5
REYONG	REYONG_2	o=	DONG	1	OPEN	0.25	0.0	NONE	[5]	GK REYONG ROOT		0.25
REYONG	REYONG_2	o_	DONG	1	OPEN	0.5	0.0	NONE	[5]	GK REYONG ROOT		0.5
TROMPONG	TROMPONG	o</=	DONG	2	ABBREVIATED	0.25	0.0	NONE	[59]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	o</_	DONG	2	ABBREVIATED	0.5	0.0	NONE	[59]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	o</=	DONG	2	ABBREVIATED	0.25	0.0	NONE	[25]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	o</_	DONG	2	ABBREVIATED	0.5	0.0	NONE	[25]	GK GENDER ROOT		0.5
REYONG	REYONG_3	o</=	DONG	2	ABBREVIATED	0.25	0.0	NONE	[22]	GK REYONG ROOT		0.25
REYONG	REYONG_3	o</_	DONG	2	ABBREVIATED	0.5	0.0	NONE	[22]	GK REYONG ROOT		0.5
REYONG	REYONG_4	o</=	DONG	2	ABBREVIATED	0.25	0.0	NONE	[22]	GK REYONG ROOT		0.25
REYONG	REYONG_4	o</_	DONG	2	ABBREVIATED	0.5	0.0	NONE	[22]	GK REYONG ROOT		0.5
TROMPONG	TROMPONG	o<?=	DONG	2	MUTED	0.25	0.0	NONE	[70]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	o<?_	DONG	2	MUTED	0.5	0.0	NONE	[70]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	o<?=	DONG	2	MUTED	0.25	0.0	NONE	[39]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	o<?_	DONG	2	MUTED	0.5	0.0	NONE	[39]	GK GENDER ROOT		0.5
REYONG	REYONG_3	o<?=	DONG	2	MUTED	0.25	0.0	NONE	[34]	GK REYONG ROOT		0.25
REYONG	REYONG_3	o<?_	DONG	2	MUTED	0.5	0.0	NONE	[34]	GK REYONG ROOT		0.5
REYONG	REYONG_4	o<?=	DONG	2	MUTED	0.25	0.0	NONE	[34]	GK REYONG ROOT		0.25
REYONG	REYONG_4	o<?_	DONG	2	MUTED	0.5	0.0	NONE	[34]	GK REYONG ROOT		0.5
TROMPONG	TROMPONG	o<=	DONG	2	OPEN	0.25	0.0	NONE	[48]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	o<_	DONG	2	OPEN	0.5	0.0	NONE	[48]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	o<=	DONG	2	OPEN	0.25	0.0	NONE	[11]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	o<_	DONG	2	OPEN	0.5	0.0	NONE	[11]	GK GENDER ROOT		0.5
REYONG	REYONG_3	o<=	DONG	2	OPEN	0.25	0.0	NONE	[10]	GK REYONG ROOT		0.25
REYONG	REYONG_3	o<_	DONG	2	OPEN	0.5	0.0	NONE	[10]	GK REYONG ROOT		0.5
REYONG	REYONG_4	o<=	DONG	2	OPEN	0.25	0.0	NONE	[10]	GK REYONG ROOT		0.25
REYONG	REYONG_4	o<_	DONG	2	OPEN	0.5	0.0	NONE	[10]	GK REYONG ROOT		0.5
PENYACAH	PENYACAH	u,/=	DUNG	0	ABBREVIATED	0.25	0.0	NONE	[28]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	u,/_	DUNG	0	ABBREVIATED	0.5	0.0	NONE	[28]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	u,/=	DUNG	0	ABBREVIATED	0.25	0.0	NONE	[13]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	u,/_	DUNG	0	ABBREVIATED	0.5	0.0	NONE	[13]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	u,/=	DUNG	0	ABBREVIATED	0.25	0.0	NONE	[13]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	u,/_	DUNG	0	ABBREVIATED	0.5	0.0	NONE	[13]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	u,/=	DUNG	0	ABBREVIATED	0.25	0.0	NONE	[13]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	u,/_	DUNG	0	ABBREVIATED	0.5	0.0	NONE	[13]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	u,/=	DUNG	0	ABBREVIATED	0.25	0.0	NONE	[13]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	u,/_	DUNG	0	ABBREVIATED	0.5	0.0	NONE	[13]	GK KANTILAN ROOT		0.5
UGAL	UGAL	u,/=	DUNG	0	ABBREVIATED	0.25	0.0	NONE	[13]	GK UGAL ROOT		0.25
UGAL	UGAL	u,/_	DUNG	0	ABBREVIATED	0.5	0.0	NONE	[13]	GK UGAL ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	u,/=	DUNG	0	ABBREVIATED	0.25	0.0	NONE	[17]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	u,/_	DUNG	0	ABBREVIATED	0.5	0.0	NONE	[17]	GK GENDER ROOT		0.5
REYONG	REYONG_1	u,/=	DUNG	0	ABBREVIATED	0.25	0.0	NONE	[14]	GK REYONG ROOT		0.25
REYONG	REYONG_1	u,/_	DUNG	0	ABBREVIATED	0.5	0.0	NONE	[14]	GK REYONG ROOT		0.5
PENYACAH	PENYACAH	u,?=	DUNG	0	MUTED	0.25	0.0	NONE	[35]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	u,?_	DUNG	0	MUTED	0.5	0.0	NONE	[35]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	u,?=	DUNG	0	MUTED	0.25	0.0	NONE	[23]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	u,?_	DUNG	0	MUTED	0.5	0.0	NONE	[23]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	u,?=	DUNG	0	MUTED	0.25	0.0	NONE	[23]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	u,?_	DUNG	0	MUTED	0.5	0.0	NONE	[23]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	u,?=	DUNG	0	MUTED	0.25	0.0	NONE	[23]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	u,?_	DUNG	0	MUTED	0.5	0.0	NONE	[23]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	u,?=	DUNG	0	MUTED	0.25	0.0	NONE	[23]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	u,?_	DUNG	0	MUTED	0.5	0.0	NONE	[23]	GK KANTILAN ROOT		0.5
UGAL	UGAL	u,?=	DUNG	0	MUTED	0.25	0.0	NONE	[23]	GK UGAL ROOT		0.25
UGAL	UGAL	u,?_	DUNG	0	MUTED	0.5	0.0	NONE	[23]	GK UGAL ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	u,?=	DUNG	0	MUTED	0.25	0.0	NONE	[31]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	u,?_	DUNG	0	MUTED	0.5	0.0	NONE	[31]	GK GENDER ROOT		0.5
REYONG	REYONG_1	u,?=	DUNG	0	MUTED	0.25	0.0	NONE	[26]	GK REYONG ROOT		0.25
REYONG	REYONG_1	u,?_	DUNG	0	MUTED	0.5	0.0	NONE	[26]	GK REYONG ROOT		0.5
PENYACAH	PENYACAH	u,=	DUNG	0	OPEN	0.25	0.0	NONE	[21]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	u,_	DUNG	0	OPEN	0.5	0.0	NONE	[21]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	u,=	DUNG	0	OPEN	0.25	0.0	NONE	[3]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	u,_	DUNG	0	OPEN	0.5	0.0	NONE	[3]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	u,=	DUNG	0	OPEN	0.25	0.0	NONE	[3]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	u,_	DUNG	0	OPEN	0.5	0.0	NONE	[3]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	u,=	DUNG	0	OPEN	0.25	0.0	NONE	[3]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	u,_	DUNG	0	OPEN	0.5	0.0	NONE	[3]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	u,=	DUNG	0	OPEN	0.25	0.0	NONE	[3]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	u,_	DUNG	0	OPEN	0.5	0.0	NONE	[3]	GK KANTILAN ROOT		0.5
UGAL	UGAL	u,=	DUNG	0	OPEN	0.25	0.0	NONE	[3]	GK UGAL ROOT		0.25
UGAL	UGAL	u,_	DUNG	0	OPEN	0.5	0.0	NONE	[3]	GK UGAL ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	u,=	DUNG	0	OPEN	0.25	0.0	NONE	[3]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	u,_	DUNG	0	OPEN	0.5	0.0	NONE	[3]	GK GENDER ROOT		0.5
REYONG	REYONG_1	u,=	DUNG	0	OPEN	0.25	0.0	NONE	[2]	GK REYONG ROOT		0.25
REYONG	REYONG_1	u,_	DUNG	0	OPEN	0.5	0.0	NONE	[2]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[9]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[9]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[9]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[9]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[33]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[33]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[18]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[18]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[18]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[18]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[18]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[18]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[18]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[18]	GK KANTILAN ROOT		0.5
UGAL	UGAL	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[18]	GK UGAL ROOT		0.25
UGAL	UGAL	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[18]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[56]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[56]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[22]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[22]	GK GENDER ROOT		0.5
REYONG	REYONG_2	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[19]	GK REYONG ROOT		0.25
REYONG	REYONG_2	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[19]	GK REYONG ROOT		0.5
REYONG	REYONG_3	u/=	DUNG	1	ABBREVIATED	0.25	0.0	NONE	[19]	GK REYONG ROOT		0.25
REYONG	REYONG_3	u/_	DUNG	1	ABBREVIATED	0.5	0.0	NONE	[19]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[14]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[14]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[14]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[14]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[40]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[40]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[28]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[28]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[28]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[28]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	u?=	DUNG	1	MUTED	0.25	0.0	NONE	[28]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	u?_	DUNG	1	MUTED	0.5	0.0	NONE	[28]	GK KANTILAN ROOT		0.5
